req_id,canonical_owner_surface,layer_owner,expected_span,test_file_expected,ci_gate_name,prior_proof_status,prior_final_status,actual_proof_depth,proof_status,harness_outcome,span_count,expected_seen,harness_replay_digest,composition_status,composition_components_reached,content_hash,git_head_at_test_time,caveat_class,caveat_reason
10C-REQ-046,03A_C0_Context_Engine,C0/knowledge,c0.evidence.contract_emitted,tests/unit/agentic_core/L1_cognition/c0_context/test_10c_req_046.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,c05b1616762a598dcca5efe7efe0941cede3b75205ae9941cdfd2cfe5a6ec130,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-047,03A_C0_Context_Engine,C0/knowledge,c0.evidence.contract_emitted,tests/unit/agentic_core/L1_cognition/c0_context/test_10c_req_047.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,7a25e3e370e175ea255b27017338e20404a0e183848d9b2a81eb0ac6850e50a1,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-048,03A_C0_Context_Engine,C0/knowledge,c0.evidence.contract_emitted,tests/unit/agentic_core/L1_cognition/c0_context/test_10c_req_048.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,8cfe814232f8351c63879d70fdb9c1f6af1c18896a8d7b096ddea304fc57010f,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-049,01_U0_Request_Intake,L5/gateway,u0.intake.invariant_enforced,tests/unit/agentic_core/L1_cognition/intake/test_10c_req_049.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,58f0813ba073b5662b379ebc0f6f4f282d7d1363ef44d06355a091dc9c46dd6f,132fecde8fe0ee12880968ec08a89dc35b955010,,
10C-REQ-050,01_U0_Request_Intake,L5/gateway,u0.intake.validated,tests/unit/agentic_core/L1_cognition/intake/test_10c_req_050.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,ecfb7712925f7f5a0faa8fc8f0d14543dc650cc56d7c26cd50ab1bae362c094f,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-051,01_U0_Request_Intake,L5/gateway,u0.intake.identity_bound,tests/unit/agentic_core/L1_cognition/intake/test_10c_req_051.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,3f02ea1909355de61f9b0a6be98d7af312d8001fecf8b474ad845e4e3ad09b54,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-052,01_U0_Request_Intake,L5/gateway,u0.intake.quota_checked,tests/unit/agentic_core/L1_cognition/intake/test_10c_req_052.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,a02eb38c0b6890a0965a15a2d0ea7bc0cf4e6b15f6623c6f7034abd58dcc6f3a,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-053,01_U0_Request_Intake,L5/gateway,u0.intake.schema_validated,tests/unit/agentic_core/L1_cognition/intake/test_10c_req_053.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,198204d8674bc663d0250d7250a38a37f21079d48bd724decdaef1c3dcd75bd7,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-054,01_U0_Request_Intake,L5/gateway,u0.intake.payload_normalized,tests/unit/agentic_core/L1_cognition/intake/test_10c_req_054.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,217e006be2a46340a30f10893dc1be9e7740f2b9ab3268411a3555d32f48f833,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-055,01_U0_Request_Intake,L5/gateway,u0.intake.stamped,tests/unit/agentic_core/L1_cognition/intake/test_10c_req_055.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,f75df38927b4034649283fc447c9f73d2f48aae1cdc266a30115e5577d6a1f6e,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-056,02_L1_Reasoning_Plan,L1 cognition,l1.plan.contract_emitted,tests/unit/agentic_core/L1_cognition/test_10c_req_056.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,efc1c08e47754d8d19debe51a5585e3e411dda058ebe452a111a50fc0ed94e06,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-057,02_L1_Reasoning_Plan,L1 cognition,l1.plan.contract_emitted,tests/unit/agentic_core/L1_cognition/test_10c_req_057.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,8f9dd32d4e510d28aae914b2010cf53d28693fd4dc7932b8e7dcd63bc75917fe,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-058,02_L1_Reasoning_Plan,L1 cognition,l1.plan.contract_emitted,tests/unit/agentic_core/L1_cognition/test_10c_req_058.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,aee07cd5f7ca128a66bc2e79e1337cb41e9e52a27b481e64f569edbd79a76b13,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-059,02_L1_Reasoning_Plan,L1 cognition,l1.plan.contract_emitted,tests/unit/agentic_core/L1_cognition/test_10c_req_059.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,f56d18410903af5693ee10f7fbe03844712be740e04c14ab7269dda9ed634612,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-060,02_L1_Reasoning_Plan,L1 cognition,l1.plan.contract_emitted,tests/unit/agentic_core/L1_cognition/test_10c_req_060.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,9e9c8db12920b50e0001ea4f66896d6fc97045ca4362c02f4b0adc7951909493,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-061,02_L1_Reasoning_Plan,L1 cognition,l1.plan.contract_emitted,tests/unit/agentic_core/L1_cognition/test_10c_req_061.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,16a75282353647579ab03e80399e8cdfa6a8e969aad43775424bf77d13381108,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-062,02_L1_Reasoning_Plan,L1 cognition,l1.plan.contract_emitted,tests/unit/agentic_core/L1_cognition/test_10c_req_062.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,a2b165cffbc80915bf21277d882c7c52549d7dddc67359dcec29048b97e89ed2,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-063,02_L1_Reasoning_Plan,L1 cognition,l1.plan.contract_emitted,tests/unit/agentic_core/L1_cognition/test_10c_req_063.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,1084fc639bbe85b408827e41786baed0f4bb81341bccdc44179b3c67c05f4b92,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-064,02_L1_Reasoning_Plan,L1 cognition,l1.plan.contract_emitted,tests/unit/agentic_core/L1_cognition/test_10c_req_064.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,f92dc23d7b7eba332e881c240fc8e8429b26e88896f5394af509f3255ac6cc49,25328cee11659a58489036058ef1acb9389ed12f,,
10C-REQ-065,02_L1_Reasoning_Plan,L1 cognition,l1.plan.contract_emitted,tests/unit/agentic_core/L1_cognition/test_10c_req_065.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,5606be76540628621788346eef72381ba5c749f50cae5876af2a5ea403a744b6,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-066,02_L1_Reasoning_Plan,L1 cognition,l1.plan.contract_emitted,tests/unit/agentic_core/L1_cognition/test_10c_req_066.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,5ca59fa749bd2e8fe6c50f176405c6b832a0b960c2a9e70b307ed20bb20304f3,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-067,02_L1_Reasoning_Plan,L1 cognition,l1.plan.contract_emitted,tests/unit/agentic_core/L1_cognition/test_10c_req_067.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,a699ae5c6ebdef3de57cc874fd3bae57bd79437359518de51118b1866cb3ba3e,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-068,02_L1_Reasoning_Plan,L1 cognition,l1.plan.contract_emitted,tests/unit/agentic_core/L1_cognition/test_10c_req_068.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,e3c7488d83e2cb7e05ea67c16b0b3b29957e4049da370dd7cc807fb1ac3b0d32,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-069,02_L1_Reasoning_Plan,L1 cognition,l1.plan.contract_emitted,tests/unit/agentic_core/L1_cognition/test_10c_req_069.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,1ba847e9da193035a9b67c365173afb22e06c9f5f48a6b6a77f1fe5d7e1f0cea,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-070,02_L1_Reasoning_Plan,L1 cognition,l1.plan.contract_emitted,tests/unit/agentic_core/L1_cognition/test_10c_req_070.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,0e02d514bbd756e234859d93cd0e94d5d16f28c7371eb4325915daa8ddc5a27a,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-071,02_L1_Reasoning_Plan,L1 cognition,l1.plan.contract_emitted,tests/unit/agentic_core/L1_cognition/test_10c_req_071.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,d10b16333158f0aa8a243143f5c28f0f9b6e4640e85d58f3430fa650eb2d8f0a,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-072,02_L1_Reasoning_Plan,L1 cognition,l1.plan.contract_emitted,tests/unit/agentic_core/L1_cognition/test_10c_req_072.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,116b4423843b99b1a5ea788fff42ad283a5e0845893836f24ae67bf0ab10da88,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-073,02_L1_Reasoning_Plan,L1 cognition,l1.plan.contract_emitted,tests/unit/agentic_core/L1_cognition/test_10c_req_073.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,0c30622773fdc12918187783f9fe9b6c755fab43b9dde03eb848b08f184eb355,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-074,02_L1_Reasoning_Plan,L1 cognition,l1.plan.contract_emitted,tests/unit/agentic_core/L1_cognition/test_10c_req_074.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,82ba6bdfa0e09fb107649ee7b8f68cfd252d7fa5af35211afb83053b1228f376,25328cee11659a58489036058ef1acb9389ed12f,,
10C-REQ-075,03_L0_Route_Decision,L0 routing,l0.route.contract_emitted,tests/unit/agentic_core/L0_routing/test_10c_req_075.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,78831679d8a818789380e84058fdd29dc75f1b195410feb6b68bdf5ac12a800e,25328cee11659a58489036058ef1acb9389ed12f,,
10C-REQ-076,03_L0_Route_Decision,L0 routing,l0.route.contract_emitted,tests/unit/agentic_core/L0_routing/test_10c_req_076.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,11cac48aaa5bb0833c3305003e47a98ccbec654c5c5bf04404c112e9c7f8a132,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-077,03_L0_Route_Decision,L0 routing,l0.route.contract_emitted,tests/unit/agentic_core/L0_routing/test_10c_req_077.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E5_COMPOSITION_PROOF,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,SATISFIED,3,7ae4a1e13800fb86db661e584738aa8d4fcbbb2763b59d5a59d6bebb12028c04,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-078,03_L0_Route_Decision,L0 routing,l0.route.contract_emitted,tests/unit/agentic_core/L0_routing/test_10c_req_078.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,61a787fcc6fe91040e8ff078897e9efc09a35fcd6afacb532b21b06e7705a981,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-079,03_L0_Route_Decision,L0 routing,l0.route.contract_emitted,tests/unit/agentic_core/L0_routing/test_10c_req_079.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,1d75ada7e3cdd076cd07cc95fc8a64ca117ae6e0ab153b0ff6d681ccdd9e6a80,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-080,03_L0_Route_Decision,L0 routing,l0.route.contract_emitted,tests/unit/agentic_core/L0_routing/test_10c_req_080.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,715de691b6499b15f929c862a46aa71e74e8941cd6b5801a60cf327a51828c5c,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-081,03A_C0_Context_Engine,C0 context engine,c0.evidence.contract_emitted,tests/unit/agentic_core/L1_cognition/c0_context/test_10c_req_081.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,5960d6e29aa4bd0315ab89b5f0f8ca8f1f6ee76ac4762136f8481b4f425824b6,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-082,03A_C0_Context_Engine,C0 context engine,c0.evidence.contract_emitted,tests/unit/agentic_core/L1_cognition/c0_context/test_10c_req_082.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,a50a8eaab40994952b43887d2c59e294f3505affa252f8d15cc1aa1d57fd926c,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-083,03A_C0_Context_Engine,C0 context engine,c0.evidence.contract_emitted,tests/unit/agentic_core/L1_cognition/c0_context/test_10c_req_083.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,4d59d86be2b5f2d9b40263ca7ff187239752d65e21752152999309254496bee8,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-084,03A_C0_Context_Engine,C0 context engine,c0.evidence.contract_emitted,tests/unit/agentic_core/L1_cognition/c0_context/test_10c_req_084.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,dd46c047f239c043e8400d4ab3ac306e13fefd900e8a9636ed1ccc3fbb5d3a57,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-085,03B_PA_Prompt_Assembly,prompt assembly,pa.prompt.compiled_artifact_emitted,tests/unit/agentic_core/L1_cognition/prompt_assembly/test_10c_req_085.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,fff381cc2854283b134acee52563000f592a0d0368156add21b353b762742f0c,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-086,03B_PA_Prompt_Assembly,prompt assembly,pa.prompt.compiled_artifact_emitted,tests/unit/agentic_core/L1_cognition/prompt_assembly/test_10c_req_086.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,534905574762d39d2bc35db2c4298cded8a74427f46c40a4fb9a205249da74fc,132fecde8fe0ee12880968ec08a89dc35b955010,,
10C-REQ-087,03B_PA_Prompt_Assembly,prompt assembly,pa.prompt.compiled_artifact_emitted,tests/unit/agentic_core/L1_cognition/prompt_assembly/test_10c_req_087.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,190371e63e5bf552670f5147f82fad32473c33d8aaccfbad3bbc74c788cd5ee4,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-088,03B_PA_Prompt_Assembly,prompt assembly,pa.prompt.compiled_artifact_emitted,tests/unit/agentic_core/L1_cognition/prompt_assembly/test_10c_req_088.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,16ff51629f99d694ba56d41c9df468bcb0eeb5f32bc0a16311375076e15844e8,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-089,04_L2_Execute,L2 execution,l2.execution.attempt,tests/unit/agentic_core/L2_execution/test_10c_req_089.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,3a85763059f0989ecd99266dcddd33dde0f3329e77f84d9db9a5f279aeffe5de,132fecde8fe0ee12880968ec08a89dc35b955010,,
10C-REQ-090,04_L2_Execute,L2 execution,l2.execution.prep,tests/unit/agentic_core/L2_execution/test_10c_req_090.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,6962eefb0c0b0343afb3655b9cbb384e77b0f8581e27da38ca744cc5e38f9d47,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-091,04_L2_Execute,L2 execution,l2.execution.prep,tests/unit/agentic_core/L2_execution/test_10c_req_091.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,984e49c8cef2538b5323b94e5970798b8b7cfc534babf356073c1b294d8e6456,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-092,04_L2_Execute,L2 execution,l2.execution.attempt,tests/unit/agentic_core/L2_execution/test_10c_req_092.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,8730a0cd2c18d1c44c3a35440df086bf5071fcd2dc0878aec3e505754b0e4676,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
