req_id,source_file,source_section,source_unit_type,source_text_short,canonical_requirement_statement,direct_or_implied,semantic_class,layer_owner,runtime_phase,required_artifacts,required_controls,required_tests,severity_if_missing,confidence_score,canonical_owner_surface,source_anchor_ref,risk_if_missing_rationale,artifact_schema_ref,runtime_artifact_expected,otel_span_expected,otel_required_attributes,replay_proof_expected,negative_control_expected,test_file_expected,acceptance_command,ci_gate_name,proof_bundle_ref,implementation_status,evidence_status,duplicate_group,supersedes_req_id,blocked_by_req_id,final_acceptance_status,hardening_notes,source_commit_sha,source_line_range,source_text_sha256,test_file_exists,ci_gate_exists,proof_bundle_exists,last_passed_commit,negative_control_specific
10C-REQ-119,C1_Deterministic_Replay_Execution_Integrity.md,DETERMINISM SURFACE,ASCII diagram block,Run Clock Only Seeded Only Stable IDs Only Photocopy Calls One Snapshot Only Proposal Only,C1 determinism MUST: Enforce Run Clock Only Seeded Only Stable IDs Only Photocopy Calls One Snapshot Only Proposal Only no wall clock no raw random no uuid4 no live network no mixed-state reads,explicit,D. Governance / capability / replay / observability,L2/L5,Execution,c1_determinism_clock_seed_id_network_state_write,ClockEnforcer SeededRandomEnforcer StableIDEnforcer PhotocopyCallEnforcer OneSnapshotReader ProposalOnlyWriter,C1 determinism surface; Non-determinism isolation,CRITICAL,0.93,00A_L5_Governance_Safety,C1_Deterministic_Replay_Execution_Integrity.md#DETERMINISM SURFACE,Loss of this requirement compromises a sovereignty boundary or safety invariant; surface=00A_L5_Governance_Safety; class=D,agentic_core/L5_safety/contracts/certification.py:L5CertificationResult,"L5CertificationResult + L5AuthorityEvidenceReceipt + L5PolicyBindingReceipt (certification evidence, never live ALLOW/DENY)",l5.certification.evidence_emitted,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,replay-determined behavior reproduces across run replay with stable replay_key,L5 emits a runtime ALLOW/DENY disposition (live proceed/stop) -- must fail; L5 only emits certification/evidence receipts,tests/unit/agentic_core/L5_safety/test_10c_req_119.py,python -m pytest tests/unit/agentic_core/L5_safety/test_10c_req_119.py -v --no-header,ops_scripts/ci/check_10c_pilot_proof_evidence.py,artifacts/proof/10c-req-119_proof_bundle.json,IMPLEMENTED,PROOF_PRESENT,,,,ACCEPTED,EVIDENCE_BOUND_TO_COMMIT:25328cee1165 | CI_GATE_REPOINTED_TO_PILOT:was='ops_scripts/ci/check_l5_certification_proof.py',ab833e54762a3dfdb49f17667adb5595109e7369,n/a,a0a048617b31167ee8f790f271f73dd57a56bd4e11906e6cd9b24a1fe82a12f9,true,true,true,25328cee11659a58489036058ef1acb9389ed12f,"Row-specific [10C-REQ-119]: L5CertificationResult emitted without satisfying ""C1 determinism MUST: Enforce Run Clock Only Seeded Only Stable IDs Only Photocopy Calls One Snapshot Only Proposal Only..."" -- must fail"
10C-REQ-120,C1_Deterministic_Replay_Execution_Integrity.md,REPLAY GUARD,ASCII stage,Wrap every tool model invocation prevent leaks of non-deterministic data intercept no wall clock no raw random no uuid4 no live network no mixed-state reads,C1 replay guard MUST: Wrap every tool/model invocation prevent non-deterministic data leaks intercept wall clock raw random uuid4 live network mixed-state reads,explicit,D. Governance / capability / replay / observability,L2/L5,Execution,c1_replay_guard_intercept_leaks,ReplayGuard ToolWrapper ModelWrapper LeakPreventer Interceptor NonDeterminismBlocker,C1 replay guard; Leak prevention,HIGH,0.90,00A_L5_Governance_Safety,C1_Deterministic_Replay_Execution_Integrity.md#REPLAY GUARD,Loss degrades governance/replay/observability with material runtime impact; surface=00A_L5_Governance_Safety; class=D,agentic_core/L5_safety/contracts/certification.py:L5CertificationResult,"L5CertificationResult + L5AuthorityEvidenceReceipt + L5PolicyBindingReceipt (certification evidence, never live ALLOW/DENY)",l5.certification.evidence_emitted,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,replay-determined behavior reproduces across run replay with stable replay_key,L5 emits a runtime ALLOW/DENY disposition (live proceed/stop) -- must fail; L5 only emits certification/evidence receipts,tests/unit/agentic_core/L5_safety/test_10c_req_120.py,python -m pytest tests/unit/agentic_core/L5_safety/test_10c_req_120.py -v --no-header,ops_scripts/ci/check_10c_pilot_proof_evidence.py,artifacts/proof/10c-req-120_proof_bundle.json,IMPLEMENTED,PROOF_PRESENT,,,,ACCEPTED,EVIDENCE_BOUND_TO_COMMIT:96712ddce297 | CI_GATE_REPOINTED_TO_PILOT:was='ops_scripts/ci/check_l5_certification_proof.py',ab833e54762a3dfdb49f17667adb5595109e7369,n/a,a0a048617b31167ee8f790f271f73dd57a56bd4e11906e6cd9b24a1fe82a12f9,true,true,true,96712ddce297fcc14ee6910f9401640ffea1c42c,"Row-specific [10C-REQ-120]: L5CertificationResult emitted without satisfying ""C1 replay guard MUST: Wrap every tool/model invocation prevent non-deterministic data leaks intercept wall clock raw..."" -- must fail"
10C-REQ-121,C1_Deterministic_Replay_Execution_Integrity.md,SEAL DETERMINISM DIGEST,ASCII stage,Produce exactly one stable proof W<n>-DETERMINISM-DIGEST invariant same input+envelope+clock+reads->same digest,C1 seal MUST: Produce exactly one stable proof W<n>-DETERMINISM-DIGEST invariant same input+envelope+clock+reads produces same digest,explicit,D. Governance / capability / replay / observability,L6,Post-execution,c1_seal_determinism_digest_proof,DeterminismDigestSealer ProofGenerator StableDigestGenerator InvariantVerifier,C1 determinism seal; Proof generation,HIGH,0.90,06_L6_Shadow_Evaluation_System_Learning,C1_Deterministic_Replay_Execution_Integrity.md#SEAL DETERMINISM DIGEST,Loss degrades governance/replay/observability with material runtime impact; surface=06_L6_Shadow_Evaluation_System_Learning; class=D,agentic_core/L6_observability/contracts.py:L6EvalRecord,"L6EvalRecord + LearningProposal (replay-tied, no current-run mutation)",l6.eval.record_sealed,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,shadow eval record reproducible from sealed run envelope; no current-run mutation,L6 attempts current-run mutation -- must fail,tests/unit/agentic_core/L6_observability/test_10c_req_121.py,python -m pytest tests/unit/agentic_core/L6_observability/test_10c_req_121.py -v --no-header,ops_scripts/ci/check_10c_pilot_proof_evidence.py,artifacts/proof/10c-req-121_proof_bundle.json,IMPLEMENTED,PROOF_PRESENT,,,,ACCEPTED,EVIDENCE_BOUND_TO_COMMIT:3324888db4e6 | CI_GATE_REPOINTED_TO_PILOT:was='ops_scripts/ci/check_l6_shadow_eval_proof.py',ab833e54762a3dfdb49f17667adb5595109e7369,n/a,a0a048617b31167ee8f790f271f73dd57a56bd4e11906e6cd9b24a1fe82a12f9,true,true,true,3324888db4e60267618b09af1a40525642fcea86,"Row-specific [10C-REQ-121]: L6EvalRecord emitted without satisfying ""C1 seal MUST: Produce exactly one stable proof W<n>-DETERMINISM-DIGEST invariant same input+envelope+clock+reads..."" -- must fail"
10C-REQ-122,C4_State_Sovereignty_Universal_Write_Governance.md,UWG ONLY,ASCII UWG stage,Only one clerk exists with master pen strictly serialized write queue prevent race conditions,C4 UWG MUST: Have only one clerk with master pen strictly serialized write queue prevent race conditions,explicit,D. Governance / capability / replay / observability,L4/UWG,Write governance,c4_uwg_single_clerk_serialized_queue,UWGClerk MasterPenHolder SerializedQueueEnforcer RaceConditionPreventer SingletonWriteEnforcer,C4 UWG singleton; Write serialization,CRITICAL,0.95,00B_L4_State_Archive_and_UWG,C4_State_Sovereignty_Universal_Write_Governance.md#UWG ONLY,Loss of this requirement compromises a sovereignty boundary or safety invariant; surface=00B_L4_State_Archive_and_UWG; class=D,agentic_core/L4_state/contracts/commit_request.py:CommitRequest,CommitRequest + WriteAdmissionVerdict + DurableCommitReceipt,uwg.commit.validated,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key|commit_request_id,replay_digest matches between primary and secondary execution; replay_key stable across runs,UWG commits without a CommitRequest envelope -- must fail,tests/unit/agentic_core/L4_state/test_10c_req_122.py,python -m pytest tests/unit/agentic_core/L4_state/test_10c_req_122.py -v --no-header,ops_scripts/ci/check_10c_pilot_proof_evidence.py,artifacts/proof/10c-req-122_proof_bundle.json,IMPLEMENTED,PROOF_PRESENT,,,,ACCEPTED,CI_GATE_REPOINTED_TO_PILOT:was='ops_scripts/ci/check_uwg_write_admission_proof.py' | EVIDENCE_BOUND_TO_COMMIT:132fecde8fe0,ab833e54762a3dfdb49f17667adb5595109e7369,n/a,8640dab1a9b2b64cf517e8a2eac353a913e5e9385259325bdf2b9c3c519e5334,true,true,true,132fecde8fe0ee12880968ec08a89dc35b955010,"Row-specific [10C-REQ-122]: CommitRequest emitted without satisfying ""C4 UWG MUST: Have only one clerk with master pen strictly serialized write queue prevent race conditions"" -- must fail"
10C-REQ-123,C4_State_Sovereignty_Universal_Write_Governance.md,VERIFY THE BOSS,ASCII UWG stage,Validate signature compliance_hash policy_hash capability tokens write authorization,C4 verify MUST: Validate signature compliance_hash policy_hash check capability tokens for write authorization,explicit,D. Governance / capability / replay / observability,L4/UWG,Write governance,c4_verify_signature_hash_capability,SignatureValidator ComplianceHashChecker PolicyHashChecker CapabilityTokenVerifier WriteAuthChecker,C4 verification; Hash validation,HIGH,0.90,00B_L4_State_Archive_and_UWG,C4_State_Sovereignty_Universal_Write_Governance.md#VERIFY THE BOSS,Loss degrades governance/replay/observability with material runtime impact; surface=00B_L4_State_Archive_and_UWG; class=D,agentic_core/L4_state/contracts/commit_request.py:CommitRequest,CommitRequest + WriteAdmissionVerdict + DurableCommitReceipt,uwg.commit.validated,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key|commit_request_id,replay_digest matches between primary and secondary execution; replay_key stable across runs,UWG commits without a CommitRequest envelope -- must fail,tests/unit/agentic_core/L4_state/test_10c_req_123.py,python -m pytest tests/unit/agentic_core/L4_state/test_10c_req_123.py -v --no-header,ops_scripts/ci/check_10c_pilot_proof_evidence.py,artifacts/proof/10c-req-123_proof_bundle.json,IMPLEMENTED,PROOF_PRESENT,,,,ACCEPTED,EVIDENCE_BOUND_TO_COMMIT:3324888db4e6 | CI_GATE_REPOINTED_TO_PILOT:was='ops_scripts/ci/check_uwg_write_admission_proof.py',ab833e54762a3dfdb49f17667adb5595109e7369,n/a,8640dab1a9b2b64cf517e8a2eac353a913e5e9385259325bdf2b9c3c519e5334,true,true,true,3324888db4e60267618b09af1a40525642fcea86,"Row-specific [10C-REQ-123]: CommitRequest emitted without satisfying ""C4 verify MUST: Validate signature compliance_hash policy_hash check capability tokens for write authorization"" -- must fail"
10C-REQ-124,C4_State_Sovereignty_Universal_Write_Governance.md,CHECK CATALOG RULES,ASCII UWG stage,Verify RBAC blast radius structure constraints before-after diff validation knowledge base,C4 catalog MUST: Verify RBAC blast radius structure constraints perform before-after diff validation of knowledge base,explicit,D. Governance / capability / replay / observability,L4/UWG,Write governance,c4_catalog_rbac_blast_diff,RBACVerifier BlastRadiusChecker StructureConstraintChecker DiffValidator KnowledgeBaseValidator,C4 catalog check; RBAC enforcement,HIGH,0.90,00B_L4_State_Archive_and_UWG,C4_State_Sovereignty_Universal_Write_Governance.md#CHECK CATALOG RULES,Loss degrades governance/replay/observability with material runtime impact; surface=00B_L4_State_Archive_and_UWG; class=D,agentic_core/L4_state/contracts/commit_request.py:CommitRequest,CommitRequest + WriteAdmissionVerdict + DurableCommitReceipt,uwg.commit.validated,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key|commit_request_id,replay_digest matches between primary and secondary execution; replay_key stable across runs,UWG commits without a CommitRequest envelope -- must fail,tests/unit/agentic_core/L4_state/test_10c_req_124.py,python -m pytest tests/unit/agentic_core/L4_state/test_10c_req_124.py -v --no-header,ops_scripts/ci/check_10c_pilot_proof_evidence.py,artifacts/proof/10c-req-124_proof_bundle.json,IMPLEMENTED,PROOF_PRESENT,,,,ACCEPTED,EVIDENCE_BOUND_TO_COMMIT:3324888db4e6 | CI_GATE_REPOINTED_TO_PILOT:was='ops_scripts/ci/check_uwg_write_admission_proof.py',ab833e54762a3dfdb49f17667adb5595109e7369,n/a,8640dab1a9b2b64cf517e8a2eac353a913e5e9385259325bdf2b9c3c519e5334,true,true,true,3324888db4e60267618b09af1a40525642fcea86,"Row-specific [10C-REQ-124]: CommitRequest emitted without satisfying ""C4 catalog MUST: Verify RBAC blast radius structure constraints perform before-after diff validation of knowledge base"" -- must fail"
10C-REQ-125,C4_State_Sovereignty_Universal_Write_Governance.md,CLAIM WRITE LOCK,ASCII UWG stage,Prevent ghost writes overlapping mutations claim exclusive write-access to knowledge substrate,C4 lock MUST: Prevent ghost writes overlapping mutations claim exclusive write-access to knowledge substrate,explicit,D. Governance / capability / replay / observability,L4/UWG,Write governance,c4_lock_ghost_overlap_exclusive,GhostWritePreventer OverlapMutationBlocker ExclusiveWriteLocker KnowledgeSubstrateClaimer,C4 write lock; Ghost prevention,HIGH,0.92,00B_L4_State_Archive_and_UWG,C4_State_Sovereignty_Universal_Write_Governance.md#CLAIM WRITE LOCK,Loss degrades governance/replay/observability with material runtime impact; surface=00B_L4_State_Archive_and_UWG; class=D,agentic_core/L4_state/contracts/commit_request.py:CommitRequest,CommitRequest + WriteAdmissionVerdict + DurableCommitReceipt,uwg.commit.validated,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key|commit_request_id,replay_digest matches between primary and secondary execution; replay_key stable across runs,UWG commits without a CommitRequest envelope -- must fail,tests/unit/agentic_core/L4_state/test_10c_req_125.py,python -m pytest tests/unit/agentic_core/L4_state/test_10c_req_125.py -v --no-header,ops_scripts/ci/check_10c_pilot_proof_evidence.py,artifacts/proof/10c-req-125_proof_bundle.json,IMPLEMENTED,PROOF_PRESENT,,,,ACCEPTED,EVIDENCE_BOUND_TO_COMMIT:3324888db4e6 | CI_GATE_REPOINTED_TO_PILOT:was='ops_scripts/ci/check_uwg_write_admission_proof.py',ab833e54762a3dfdb49f17667adb5595109e7369,n/a,8640dab1a9b2b64cf517e8a2eac353a913e5e9385259325bdf2b9c3c519e5334,true,true,true,3324888db4e60267618b09af1a40525642fcea86,"Row-specific [10C-REQ-125]: CommitRequest emitted without satisfying ""C4 lock MUST: Prevent ghost writes overlapping mutations claim exclusive write-access to knowledge substrate"" -- must fail"
10C-REQ-126,C4_State_Sovereignty_Universal_Write_Governance.md,COMMIT + CHAIN APPEND,ASCII UWG stage,Durable ledger write hash-chain audit log update sync to permanent L4 archive,C4 commit MUST: Perform durable ledger write hash-chain audit log update sync to permanent L4 archive,explicit,D. Governance / capability / replay / observability,L4/UWG,Write governance,c4_commit_ledger_hash_audit_sync,DurableWriter LedgerWriter HashChainAppender AuditLogUpdater L4Syncer,C4 commit; Ledger durability,HIGH,0.90,00B_L4_State_Archive_and_UWG,C4_State_Sovereignty_Universal_Write_Governance.md#COMMIT + CHAIN APPEND,Loss degrades governance/replay/observability with material runtime impact; surface=00B_L4_State_Archive_and_UWG; class=D,agentic_core/L4_state/contracts/commit_request.py:CommitRequest,CommitRequest + WriteAdmissionVerdict + DurableCommitReceipt,uwg.commit.validated,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key|commit_request_id,replay_digest matches between primary and secondary execution; replay_key stable across runs,UWG commits without a CommitRequest envelope -- must fail,tests/unit/agentic_core/L4_state/test_10c_req_126.py,python -m pytest tests/unit/agentic_core/L4_state/test_10c_req_126.py -v --no-header,ops_scripts/ci/check_10c_pilot_proof_evidence.py,artifacts/proof/10c-req-126_proof_bundle.json,IMPLEMENTED,PROOF_PRESENT,,,,ACCEPTED,EVIDENCE_BOUND_TO_COMMIT:3324888db4e6 | CI_GATE_REPOINTED_TO_PILOT:was='ops_scripts/ci/check_uwg_write_admission_proof.py',ab833e54762a3dfdb49f17667adb5595109e7369,n/a,8640dab1a9b2b64cf517e8a2eac353a913e5e9385259325bdf2b9c3c519e5334,true,true,true,3324888db4e60267618b09af1a40525642fcea86,"Row-specific [10C-REQ-126]: CommitRequest emitted without satisfying ""C4 commit MUST: Perform durable ledger write hash-chain audit log update sync to permanent L4 archive"" -- must fail"
10C-REQ-127,C4_State_Sovereignty_Universal_Write_Governance.md,REFRESH READ SURFACES,ASCII UWG stage,Execute alias swap clear retrieval caches ensure next request sees updated state,C4 refresh MUST: Execute alias swap clear retrieval caches ensure very next request sees updated state,explicit,A. Offline ingestion and retrieval substrate + D. Governance,L4/UWG,Write governance,c4_refresh_alias_swap_cache_clear,AliasSwapper CacheClearer ReadSurfaceRefresher StateVisibilityEnforcer,C4 refresh; Cache clearing,HIGH,0.88,00B_L4_State_Archive_and_UWG,C4_State_Sovereignty_Universal_Write_Governance.md#REFRESH READ SURFACES,Loss degrades governance/replay/observability with material runtime impact; surface=00B_L4_State_Archive_and_UWG; class=A,agentic_core/L4_state/contracts/commit_request.py:CommitRequest,CommitRequest + WriteAdmissionVerdict + DurableCommitReceipt,uwg.commit.validated,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key|commit_request_id,replay_digest matches between primary and secondary execution; replay_key stable across runs,UWG commits without a CommitRequest envelope -- must fail,tests/unit/agentic_core/L4_state/test_10c_req_127.py,python -m pytest tests/unit/agentic_core/L4_state/test_10c_req_127.py -v --no-header,ops_scripts/ci/check_10c_pilot_proof_evidence.py,artifacts/proof/10c-req-127_proof_bundle.json,IMPLEMENTED,PROOF_PRESENT,,,,ACCEPTED,EVIDENCE_BOUND_TO_COMMIT:3324888db4e6 | CI_GATE_REPOINTED_TO_PILOT:was='ops_scripts/ci/check_uwg_write_admission_proof.py',ab833e54762a3dfdb49f17667adb5595109e7369,n/a,8640dab1a9b2b64cf517e8a2eac353a913e5e9385259325bdf2b9c3c519e5334,true,true,true,3324888db4e60267618b09af1a40525642fcea86,"Row-specific [10C-REQ-127]: CommitRequest emitted without satisfying ""C4 refresh MUST: Execute alias swap clear retrieval caches ensure very next request sees updated state"" -- must fail"
10C-REQ-128,C2_Observability_Telemetry_Control_Signals.md,L6 READ SURFACES,ASCII C2 stage,Sealed Execution Trace Exit Dispositions L4 Telemetry Shelf historical baseline metrics prior run logs,C2 L6 MUST: Read sealed execution trace exit dispositions L4 telemetry shelf historical baseline metrics prior run logs,explicit,E. Metrics / evaluation / promotion,L6 observability,Post-execution,c2_l6_read_trace_exit_telemetry,L6ReadSurface SealedTraceReader ExitDispositionReader TelemetryShelfReader BaselineMetricReader PriorLogReader,C2 L6 read; Evidence access,MEDIUM,0.85,06_L6_Shadow_Evaluation_System_Learning,C2_Observability_Telemetry_Control_Signals.md#L6 READ SURFACES,Loss degrades quality/coverage but does not breach a sovereignty boundary; surface=06_L6_Shadow_Evaluation_System_Learning; class=E,agentic_core/L6_observability/contracts.py:L6EvalRecord,"L6EvalRecord + LearningProposal (replay-tied, no current-run mutation)",l6.eval.record_sealed,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,shadow eval record reproducible from sealed run envelope; no current-run mutation,L6 attempts current-run mutation -- must fail,tests/unit/agentic_core/L6_observability/test_10c_req_128.py,python -m pytest tests/unit/agentic_core/L6_observability/test_10c_req_128.py -v --no-header,ops_scripts/ci/check_l6_shadow_eval_proof.py,artifacts/proof/10c-req-128_proof_bundle.json,NOT_STARTED,PROOF_MISSING,,,,NEEDS_PROOF,,ab833e54762a3dfdb49f17667adb5595109e7369,n/a,b49684a0f791667c154cedb23995e668ac152071dd02ca2d6f78da45ac8e3835,false,false,false,,"Row-specific [10C-REQ-128]: L6EvalRecord emitted without satisfying ""C2 L6 MUST: Read sealed execution trace exit dispositions L4 telemetry shelf historical baseline metrics prior run logs"" -- must fail"
10C-REQ-129,C2_Observability_Telemetry_Control_Signals.md,S1 TIME AUDIT,ASCII C2 stage,Verify stamps order latency clock drift detection,C2 S1 MUST: Verify stamps check order and latency detect clock drift,explicit,E. Metrics / evaluation / promotion,L6 observability,Post-execution,c2_s1_time_audit_stamps_order_drift,TimeAuditor StampVerifier OrderChecker LatencyChecker DriftDetector,C2 S1 time audit; Clock verification,MEDIUM,0.85,06_L6_Shadow_Evaluation_System_Learning,C2_Observability_Telemetry_Control_Signals.md#S1 TIME AUDIT,Loss degrades quality/coverage but does not breach a sovereignty boundary; surface=06_L6_Shadow_Evaluation_System_Learning; class=E,agentic_core/L6_observability/contracts.py:L6EvalRecord,"L6EvalRecord + LearningProposal (replay-tied, no current-run mutation)",l6.eval.record_sealed,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,shadow eval record reproducible from sealed run envelope; no current-run mutation,L6 attempts current-run mutation -- must fail,tests/unit/agentic_core/L6_observability/test_10c_req_129.py,python -m pytest tests/unit/agentic_core/L6_observability/test_10c_req_129.py -v --no-header,ops_scripts/ci/check_l6_shadow_eval_proof.py,artifacts/proof/10c-req-129_proof_bundle.json,NOT_STARTED,PROOF_MISSING,,,,NEEDS_PROOF,,ab833e54762a3dfdb49f17667adb5595109e7369,n/a,b49684a0f791667c154cedb23995e668ac152071dd02ca2d6f78da45ac8e3835,false,false,false,,"Row-specific [10C-REQ-129]: L6EvalRecord emitted without satisfying ""C2 S1 MUST: Verify stamps check order and latency detect clock drift"" -- must fail"
10C-REQ-130,C2_Observability_Telemetry_Control_Signals.md,S2 ISOLATION CHECK,ASCII C2 stage,Verify seeds check isolation replay strictness,C2 S2 MUST: Verify seeds check isolation verify replay strictness,explicit,D. Governance / capability / replay / observability,L6 observability,Post-execution,c2_s2_isolation_seeds_replay,IsolationChecker SeedVerifier ReplayStrictnessChecker,C2 S2 isolation; Determinism verification,MEDIUM,0.85,06_L6_Shadow_Evaluation_System_Learning,C2_Observability_Telemetry_Control_Signals.md#S2 ISOLATION CHECK,Loss degrades quality/coverage but does not breach a sovereignty boundary; surface=06_L6_Shadow_Evaluation_System_Learning; class=D,agentic_core/L6_observability/contracts.py:L6EvalRecord,"L6EvalRecord + LearningProposal (replay-tied, no current-run mutation)",l6.eval.record_sealed,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,shadow eval record reproducible from sealed run envelope; no current-run mutation,L6 attempts current-run mutation -- must fail,tests/unit/agentic_core/L6_observability/test_10c_req_130.py,python -m pytest tests/unit/agentic_core/L6_observability/test_10c_req_130.py -v --no-header,ops_scripts/ci/check_l6_shadow_eval_proof.py,artifacts/proof/10c-req-130_proof_bundle.json,NOT_STARTED,PROOF_MISSING,,,,NEEDS_PROOF,,ab833e54762a3dfdb49f17667adb5595109e7369,n/a,b49684a0f791667c154cedb23995e668ac152071dd02ca2d6f78da45ac8e3835,false,false,false,,"Row-specific [10C-REQ-130]: L6EvalRecord emitted without satisfying ""C2 S2 MUST: Verify seeds check isolation verify replay strictness"" -- must fail"
10C-REQ-131,C2_Observability_Telemetry_Control_Signals.md,S3 DRIFT DETECTION,ASCII C2 stage,Budget usage thrash spikes unusual patterns,C2 S3 MUST: Detect budget usage thrash spikes unusual patterns,explicit,E. Metrics / evaluation / promotion,L6 observability,Post-execution,c2_s3_drift_budget_thrash_patterns,DriftDetector BudgetDriftChecker ThrashDetector SpikeDetector PatternAnalyzer,C2 S3 drift; Anomaly detection,HIGH,0.88,06_L6_Shadow_Evaluation_System_Learning,C2_Observability_Telemetry_Control_Signals.md#S3 DRIFT DETECTION,Loss degrades governance/replay/observability with material runtime impact; surface=06_L6_Shadow_Evaluation_System_Learning; class=E,agentic_core/L6_observability/contracts.py:L6EvalRecord,"L6EvalRecord + LearningProposal (replay-tied, no current-run mutation)",l6.eval.record_sealed,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,shadow eval record reproducible from sealed run envelope; no current-run mutation,L6 attempts current-run mutation -- must fail,tests/unit/agentic_core/L6_observability/test_10c_req_131.py,python -m pytest tests/unit/agentic_core/L6_observability/test_10c_req_131.py -v --no-header,ops_scripts/ci/check_10c_pilot_proof_evidence.py,artifacts/proof/10c-req-131_proof_bundle.json,IMPLEMENTED,PROOF_PRESENT,,,,ACCEPTED,EVIDENCE_BOUND_TO_COMMIT:3324888db4e6 | CI_GATE_REPOINTED_TO_PILOT:was='ops_scripts/ci/check_l6_shadow_eval_proof.py',ab833e54762a3dfdb49f17667adb5595109e7369,n/a,b49684a0f791667c154cedb23995e668ac152071dd02ca2d6f78da45ac8e3835,true,true,true,3324888db4e60267618b09af1a40525642fcea86,"Row-specific [10C-REQ-131]: L6EvalRecord emitted without satisfying ""C2 S3 MUST: Detect budget usage thrash spikes unusual patterns"" -- must fail"
10C-REQ-132,C2_Observability_Telemetry_Control_Signals.md,S4 PACKET SEAL,ASCII C2 stage,Normalize metrics seal exec env final provenance,C2 S4 MUST: Normalize metrics seal execution environment final provenance,explicit,D. Governance / capability / replay / observability,L6 observability,Post-execution,c2_s4_seal_metrics_env_provenance,MetricNormalizer EnvironmentSealer ProvenanceFinalizer,C2 S4 seal; Evidence finalization,HIGH,0.87,06_L6_Shadow_Evaluation_System_Learning,C2_Observability_Telemetry_Control_Signals.md#S4 PACKET SEAL,Loss degrades governance/replay/observability with material runtime impact; surface=06_L6_Shadow_Evaluation_System_Learning; class=D,agentic_core/L6_observability/contracts.py:L6EvalRecord,"L6EvalRecord + LearningProposal (replay-tied, no current-run mutation)",l6.eval.record_sealed,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,shadow eval record reproducible from sealed run envelope; no current-run mutation,L6 attempts current-run mutation -- must fail,tests/unit/agentic_core/L6_observability/test_10c_req_132.py,python -m pytest tests/unit/agentic_core/L6_observability/test_10c_req_132.py -v --no-header,ops_scripts/ci/check_10c_pilot_proof_evidence.py,artifacts/proof/10c-req-132_proof_bundle.json,IMPLEMENTED,PROOF_PRESENT,,,,ACCEPTED,EVIDENCE_BOUND_TO_COMMIT:3324888db4e6 | CI_GATE_REPOINTED_TO_PILOT:was='ops_scripts/ci/check_l6_shadow_eval_proof.py',ab833e54762a3dfdb49f17667adb5595109e7369,n/a,b49684a0f791667c154cedb23995e668ac152071dd02ca2d6f78da45ac8e3835,true,true,true,3324888db4e60267618b09af1a40525642fcea86,"Row-specific [10C-REQ-132]: L6EvalRecord emitted without satisfying ""C2 S4 MUST: Normalize metrics seal execution environment final provenance"" -- must fail"
