req_id,requirement_group,requirement_title,owner_layer,owner_component,requirement_text,claim_type,required_proof_depth,runtime_sensitive,side_effect_sensitive,required_artifacts,required_positive_evidence,required_negative_controls,acceptance_rule,fail_closed_if_missing,required_ci_gate,required_matrix_columns,runtime_claim_allowed_rule,final_acceptance_status_rule,notes,best_practice_basis,best_practice_gap_closed,implementation_target_files,verifier_target_files,required_output_artifacts,positive_assertions_to_implement,negative_assertions_to_implement,downgrade_rule,priority,implementation_wave,windsurf_acceptance_command,current_known_status
RTC-REQ-057,Semantic Cache,R1B real OTEL proof,00C / L6 Observability,OTEL pipeline,"If observability is claimed for R1B, semantic cache proof MUST include collector-backed route/cache/exit trace and counter export.",OBSERVABILITY_RUNTIME,E7_REAL_OTEL_EXPORT,true,false,collector_receipt; span_tree_export; metric_delta_report,Route/cache/Exit spans and d2_semantic_hit counter visible in collector with same trace linkage.,In-memory-only spans; missing counter attributes; route/exit trace split.,PASS only with real collector-backed OTEL evidence.,Block with R1B_OTEL_PROOF_MISSING.,verify_r1b_otel.py,otel_artifact_path; trace_id; metric_delta_ref,true only with collector export,ACCEPTED illegal for observability on in-memory spans,Needed if row claims OTEL.,"99 proof bundle minimum standard; 00B.4 L4 cache state policy/freshness/tenant/reuse law; recent R1B run: dense composition PASS but approved model BLOCKED, production threshold CALIBRATION_GAP, NEG-5/6/7 INFRASTRUCTURE_GAP, integrated runtime BLOCKED.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L0_routing/reasoning/route_gates.py; agentic_core/L4_state/contracts/records.py; scripts/proof/run_l0_route_proof_v2.py; scripts/proof/assert_l0_route_proof.py,scripts/verify_semantic_cache_certification.py; tests/runtime/test_semantic_cache_certification.py; tests/runtime/test_semantic_cache_negatives.py,semantic_cache_certification_report.md; semantic_cache_subclaims.json; negatives.json; production_threshold_calibration.json; l4_cache_state_schema_proof.json; r1b_integrated_runtime_bundle.json when runtime claimed,"Assert seed_query != live_query; L1 exact miss; L2 dense hit; reason_code=d2_semantic_hit; actual/expected model recorded; threshold actual/default recorded; production threshold run executed; TerminalRetPacket, ExitReviewPacket, X3Disposition present.","Must include below-threshold miss, lexical-overlap false-hit miss, wrong tenant, wrong namespace, stale policy, expired freshness, missing embedding ref, missing answer ref, unsafe reuse class, model unavailable, dimension mismatch, threshold override in production mode, exact-hash laundering, multiple RouteContracts, L2 execution on terminal route, and Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-semantic-cache-closeout,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,Known current state: dense composition proof PASS; approved BGE-M3 model BLOCKED; production threshold at 0.95 CALIBRATION_GAP with fallback MiniLM; policy/freshness/tenant/reuse PARTIAL; integrated runtime BLOCKED.
RTC-REQ-058,Semantic Cache,R1B replay proof,05 Exit / L6 Replay,Replay verifier,"If replay is claimed for R1B, same paraphrase request MUST replay to same R1B route and same X3 disposition with stable digest.",REPLAY_RUNTIME,E8_REPLAY_DETERMINISM,true,false,original_bundle; replay_bundle; replay_comparison_receipt,"Replay keeps route_id=R1B, reason_code=d2_semantic_hit, X3 disposition stable, digest stable.",Route changes; reason code changes; X3 changes; digest mismatch.,PASS only with replay pair comparison.,Block with R1B_REPLAY_GAP.,verify_r1b_replay.py,replay_artifact_path; replay_digest; reason_code; route_id,true only with replay proof,ACCEPTED illegal for replay claim without replay pair,Needed if row claims replay.,"99 proof bundle minimum standard; 00B.4 L4 cache state policy/freshness/tenant/reuse law; recent R1B run: dense composition PASS but approved model BLOCKED, production threshold CALIBRATION_GAP, NEG-5/6/7 INFRASTRUCTURE_GAP, integrated runtime BLOCKED.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L0_routing/reasoning/route_gates.py; agentic_core/L4_state/contracts/records.py; scripts/proof/run_l0_route_proof_v2.py; scripts/proof/assert_l0_route_proof.py,scripts/verify_semantic_cache_certification.py; tests/runtime/test_semantic_cache_certification.py; tests/runtime/test_semantic_cache_negatives.py,semantic_cache_certification_report.md; semantic_cache_subclaims.json; negatives.json; production_threshold_calibration.json; l4_cache_state_schema_proof.json; r1b_integrated_runtime_bundle.json when runtime claimed,"Assert seed_query != live_query; L1 exact miss; L2 dense hit; reason_code=d2_semantic_hit; actual/expected model recorded; threshold actual/default recorded; production threshold run executed; TerminalRetPacket, ExitReviewPacket, X3Disposition present.","Must include below-threshold miss, lexical-overlap false-hit miss, wrong tenant, wrong namespace, stale policy, expired freshness, missing embedding ref, missing answer ref, unsafe reuse class, model unavailable, dimension mismatch, threshold override in production mode, exact-hash laundering, multiple RouteContracts, L2 execution on terminal route, and Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-semantic-cache-closeout,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,Known current state: dense composition proof PASS; approved BGE-M3 model BLOCKED; production threshold at 0.95 CALIBRATION_GAP with fallback MiniLM; policy/freshness/tenant/reuse PARTIAL; integrated runtime BLOCKED.
RTC-REQ-059,Semantic Cache,Safe cache reuse via dense + LLM-judge veto composite proof,L4 Cache / L0 Routing,SemanticCacheManager + VetoOrchestrator (lexical pre-veto + LLM-judge veto),"The safe-reuse composite proof certifies that approved dense candidate generation + C-primary LLM-judge safety veto together admit only safe cache reuses. PASS only when (a) R1B_APPROVED_MODEL_PROOF=PASS, (b) R1B_SEMANTIC_CACHE_SAFETY_VETO_PROOF=PASS, (c) R1B_NEGATIVE_CONTROL_PROOF=PASS, (d) R1B_POLICY_FRESHNESS_TENANT_REUSE_PROOF=PASS, (e) R1B_TERMINAL_EXIT_PROOF=PASS, (f) threshold_sweep_results_with_veto.unsafe_fp_count=0 at configured threshold, and (g) any LLM judge UNKNOWN/ERROR/timeout/parse-failure/malformed-output blocks reuse. Dense threshold is reclassified as candidate-generation, not final semantic-equivalence.",COMPOSITION_RUNTIME,E5_COMPOSITION_PROOF,true,false,veto_evaluation_report.json; threshold_sweep_results_with_veto.json; semantic_cache_veto_policy.json; author_gate_w1p5_decision.json; llm_judge_rubric.md,"primary_veto_mode=C_PRIMARY_LLM_JUDGE; llm_judge_invocation_count>0; rubric_hash recorded; author_gate.explicit_approval.status=APPROVED; sweep metrics_table row at configured threshold with TP>=TP_min, FN=0, unsafe_fp_count=0, hard_negative_allowed_count=0; veto report status=PASS with safety_score>=0.99.",Must block: lexical-overlap different meaning; opposite semantic direction; negation scope change; policy/tenant/freshness drift; LLM judge UNKNOWN verdict; LLM judge malformed JSON output; LLM judge timeout; LLM judge provider error; lexical-only reuse when LLM judge did not run; approval artifact missing.,PASS only when composer emits R1B_SAFE_REUSE_COMPOSITE_PROOF=PASS AND its 5 input subclaims are all PASS AND the sweep confusion matrix at configured threshold shows unsafe_fp_count=0 AND hard_negative_allowed_count=0. Otherwise PARTIAL; BLOCKED if any input is BLOCKED or INFRASTRUCTURE_GAP.,Block with R1B_SAFE_REUSE_COMPOSITE_MISSING. Any UNKNOWN/ERROR/timeout/parse-failure in veto invocation counts MUST NOT be reclassified as PASS; fail-closed is mandatory.,python scripts/compose_semantic_cache_subclaims.py && python scripts/verify_semantic_cache_certification.py --strict && pytest tests/runtime/test_veto_fail_closed.py tests/runtime/test_safe_reuse_composite.py,primary_veto_mode; llm_judge_invocation_count; rubric_hash; unsafe_fp_count; hard_negative_allowed_count; author_gate_explicit_approval_status,false if any required subclaim not PASS; false if sweep unsafe_fp_count>0; false if Author-Gate Wave A.3 not APPROVED,"ACCEPTED illegal if any fail-closed counter was a non-fail-closed escape, or if threshold sweep shows any safety escape at the configured threshold.","W1p6 requirement. Splits safe-reuse from dense-only semantic-equivalence. Legacy RTC-REQ-055 continues to carry the dense-only finding (PARTIAL, threshold CALIBRATION_GAP). RTC-REQ-059 may be certified independently because its invariants (approved model + veto blocks unsafe FPs + evidence fully instrumented) are orthogonal to the threshold-equivalence question.",W1p5 layered veto architecture; Author-Gate 2026-04-30 C-primary approval; confusion-matrix-per-threshold safety reporting; fail-closed invocation-count instrumentation.,Closes the mismatch between the old dense-only threshold requirement and the now-approved dense+veto architecture. Prevents silent conversion of the old CALIBRATION_GAP into PASS.,tools/certification/safety/veto_orchestrator.py; tools/certification/safety/llm_judge_veto.py; tools/certification/safety/lexical_intent_veto.py; tools/certification/evidence/probe_semantic_cache_veto.py; tools/certification/evidence/probe_threshold_sweep_with_veto.py; scripts/compose_semantic_cache_subclaims.py; agentic_core/runtime/prove_requirements/r1b_subclaim_schema.py,scripts/verify_semantic_cache_certification.py; tests/runtime/test_veto_fail_closed.py; tests/runtime/test_safe_reuse_composite.py,veto_evaluation_report.json; threshold_sweep_results_with_veto.json; semantic_cache_subclaims.json (with R1B_SAFE_REUSE_COMPOSITE_PROOF); semantic_cache_certification_report.json/md; runtime_evidence_overrides.json; requirement_architecture_alignment_report.md,Sidecar contains R1B_SAFE_REUSE_COMPOSITE_PROOF; composer rule 9 documented; sweep at configured threshold returns unsafe_fp_count=0 and hard_negative_allowed_count=0; veto probe reports primary_veto_mode=C_PRIMARY_LLM_JUDGE and llm_judge_invocation_count>0.,Composer must not emit PASS when any required input subclaim is not PASS; must not emit PASS when sweep has no row at configured threshold; must not emit PASS when unsafe_fp_count>0; must not emit PASS when hard_negative_allowed_count>0; must not emit PASS when veto FN>0; must not emit PASS when Author-Gate PENDING.,"PARTIAL when any of the 5 input subclaims is not PASS, or when the sweep at configured threshold is missing or has unsafe_fp_count>0. BLOCKED when any input is BLOCKED or INFRASTRUCTURE_GAP, or when the sweep artifact is missing entirely.",P0,W1p6-requirement-architecture-alignment,python scripts/compose_semantic_cache_subclaims.py && python scripts/verify_semantic_cache_certification.py --strict && python scripts/verify_runtime_certification_matrix.py,W1p6 initial state: composite subclaim introduced; RTC-REQ-059 row added to hardened CSV; acceptance depends on composer output for the current sidecar.
RTC-REQ-060,Cache,R1A exact cache normalized request hash,L4 Cache,Exact cache,R1A exact cache MUST use normalized_request_hash or equivalent deterministic key for exact request reuse.,COMPONENT_RUNTIME,E3_COMPONENT_TEST,true,false,ExactCacheEntry; CacheLookupReceipt,Exact key derived from normalized request and same query hits exact answer.,Unnormalized key; case/space drift causes unsafe hit/miss; hash missing.,PASS only when deterministic exact key proof exists.,Block with EXACT_CACHE_KEY_GAP.,verify_exact_cache.py,normalized_request_hash; cache_entry_id; answer_ref,false if exact key proof missing,ACCEPTED illegal without exact key evidence,R1A cache base.,"00B.4 L4 cache state: durable, policy-compatible, freshness-aware reuse records, read by L0/C0, mutated only through UWG.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/contracts/records.py; agentic_core/L4_state/utils/memory/l1_exact_cache.py; agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L4_state/uwg/*,scripts/verify_cache_certification.py; tests/runtime/test_cache_certification.py; tests/runtime/test_cache_negatives.py,cache_certification_report.md; cache_lookup_receipts.json; cache_invalidation_receipts.json; uwg_cache_commit_receipts.json when durable mutation claimed,Assert tenant/policy/freshness/reuse compatibility and cache lookup/admission receipts.,"Must include exact miss, wrong tenant, stale policy, expired freshness, missing lineage, direct write bypass, Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-cache-state-safety,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-061,Cache,R1A wrong tenant negative,L4 Cache,Exact cache,Exact cache MUST not return entries across tenant_scope mismatch.,NO_BYPASS_RUNTIME,E4_NEGATIVE_CONTROL,true,false,negative_controls_report,"Seed tenant A, recall tenant B misses/blocks.",Wrong-tenant exact hit.,PASS only when tenant isolation negative passes.,Block with EXACT_CACHE_TENANT_BLEED.,verify_exact_cache_negatives.py,tenant_scope; negative_control_path,false if tenant negative missing,ACCEPTED illegal without tenant isolation,Cache safety.,"00B.4 L4 cache state: durable, policy-compatible, freshness-aware reuse records, read by L0/C0, mutated only through UWG.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/contracts/records.py; agentic_core/L4_state/utils/memory/l1_exact_cache.py; agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L4_state/uwg/*,scripts/verify_cache_certification.py; tests/runtime/test_cache_certification.py; tests/runtime/test_cache_negatives.py,cache_certification_report.md; cache_lookup_receipts.json; cache_invalidation_receipts.json; uwg_cache_commit_receipts.json when durable mutation claimed,Assert tenant/policy/freshness/reuse compatibility and cache lookup/admission receipts.,"Must include exact miss, wrong tenant, stale policy, expired freshness, missing lineage, direct write bypass, Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-cache-state-safety,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-062,Cache,R1A stale policy negative,L4 Cache,Exact cache,Exact cache MUST not return stale policy-incompatible entries.,NO_BYPASS_RUNTIME,E4_NEGATIVE_CONTROL,true,false,negative_controls_report,"Old policy seed, new policy recall misses/blocks.",Stale exact hit.,PASS only when policy negative passes.,Block with EXACT_CACHE_STALE_POLICY_HIT.,verify_exact_cache_negatives.py,policy_hash; negative_control_path,false if policy negative missing,ACCEPTED illegal without stale policy negative,Cache safety.,"00B.4 L4 cache state: durable, policy-compatible, freshness-aware reuse records, read by L0/C0, mutated only through UWG.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/contracts/records.py; agentic_core/L4_state/utils/memory/l1_exact_cache.py; agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L4_state/uwg/*,scripts/verify_cache_certification.py; tests/runtime/test_cache_certification.py; tests/runtime/test_cache_negatives.py,cache_certification_report.md; cache_lookup_receipts.json; cache_invalidation_receipts.json; uwg_cache_commit_receipts.json when durable mutation claimed,Assert tenant/policy/freshness/reuse compatibility and cache lookup/admission receipts.,"Must include exact miss, wrong tenant, stale policy, expired freshness, missing lineage, direct write bypass, Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-cache-state-safety,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-063,Cache,Cache fixture seeding labelled fixture-only,99 / L4 Cache,Proof harness,"If proof seeds cache directly for test setup, it MUST be labelled fixture-only and MUST NOT count as production durable cache mutation.",STATIC_ENFORCEMENT,E2_STATIC_CHECK,true,false,fixture_seed_receipt,CacheLineage or seed receipt states fixture_only=true and production_durable_write_claim=false.,Fixture seed described as production write; no UWG receipt; hidden direct set.,"ACCEPTED only as fixture setup, not L4 durable write proof.",Block with FIXTURE_SEED_MISCLASSIFIED.,verify_cache_seed_classification.py,fixture_only; uwg_receipt_ref; production_durable_write_claim,false for durable write unless UWG receipt exists,ACCEPTED illegal if direct seed claims production mutation,Prevents cache write laundering.,"00B.4 L4 cache state: durable, policy-compatible, freshness-aware reuse records, read by L0/C0, mutated only through UWG.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/contracts/records.py; agentic_core/L4_state/utils/memory/l1_exact_cache.py; agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L4_state/uwg/*,scripts/verify_cache_certification.py; tests/runtime/test_cache_certification.py; tests/runtime/test_cache_negatives.py,cache_certification_report.md; cache_lookup_receipts.json; cache_invalidation_receipts.json; uwg_cache_commit_receipts.json when durable mutation claimed,Assert tenant/policy/freshness/reuse compatibility and cache lookup/admission receipts.,"Must include exact miss, wrong tenant, stale policy, expired freshness, missing lineage, direct write bypass, Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-cache-state-safety,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-064,Cache,Production cache mutation through UWG only,00B L4 / UWG,Universal Write Gateway,Any production durable cache entry creation/update MUST pass through UWG.,NO_BYPASS_RUNTIME,E4_NEGATIVE_CONTROL,true,true,CommitRequest; UWGCommitReceipt; audit_ledger_receipt,"Durable cache mutation includes CommitRequest, UWG validation, write lock, atomic commit, audit append.",cache.set directly mutates production store; no UWG; tool/script writes L4.,PASS only when UWG receipt exists for durable mutation.,Block with CACHE_DIRECT_WRITE_BYPASS.,verify_cache_uwg_write.py,uwg_receipt_ref; commit_request_ref; audit_refs,false if direct write detected,ACCEPTED illegal for durable cache write without UWG,General L4 law.,"00B.4 L4 cache state: durable, policy-compatible, freshness-aware reuse records, read by L0/C0, mutated only through UWG.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/contracts/records.py; agentic_core/L4_state/utils/memory/l1_exact_cache.py; agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L4_state/uwg/*,scripts/verify_cache_certification.py; tests/runtime/test_cache_certification.py; tests/runtime/test_cache_negatives.py,cache_certification_report.md; cache_lookup_receipts.json; cache_invalidation_receipts.json; uwg_cache_commit_receipts.json when durable mutation claimed,Assert tenant/policy/freshness/reuse compatibility and cache lookup/admission receipts.,"Must include exact miss, wrong tenant, stale policy, expired freshness, missing lineage, direct write bypass, Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-cache-state-safety,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-065,Cache,Cache lineage required for factual answers,L4 Cache / C0,Cache state,Cache entries returning factual answers MUST preserve answer_ref and evidence/source lineage where required by task class.,COMPONENT_RUNTIME,E4_NEGATIVE_CONTROL,true,false,CacheEntry; source_lineage_receipt,Entry has answer_ref and source/evidence refs when factual support required.,Answer without lineage; evidence contract missing; factual cache returns unsupported answer.,PASS only when lineage exists or task class explicitly allows no evidence.,Block with CACHE_LINEAGE_GAP.,verify_cache_lineage.py,answer_ref; evidence_contract_ref; source_snapshot_refs,false for factual answer without lineage,ACCEPTED illegal if factual cache lacks lineage,Prevents unsupported cache answers.,"00B.4 L4 cache state: durable, policy-compatible, freshness-aware reuse records, read by L0/C0, mutated only through UWG.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/contracts/records.py; agentic_core/L4_state/utils/memory/l1_exact_cache.py; agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L4_state/uwg/*,scripts/verify_cache_certification.py; tests/runtime/test_cache_certification.py; tests/runtime/test_cache_negatives.py,cache_certification_report.md; cache_lookup_receipts.json; cache_invalidation_receipts.json; uwg_cache_commit_receipts.json when durable mutation claimed,Assert tenant/policy/freshness/reuse compatibility and cache lookup/admission receipts.,"Must include exact miss, wrong tenant, stale policy, expired freshness, missing lineage, direct write bypass, Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-cache-state-safety,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-066,Cache,Cache invalidation proof,L4 Cache,Cache invalidation,"Cache system MUST emit invalidation receipts for policy, source, freshness, registry, or model changes that invalidate reuse.",STATIC_ENFORCEMENT,E2_STATIC_CHECK,true,false,cache_invalidation_receipt,Invalidation trigger produces deterministic receipt and affected entries are no longer returned.,Policy/source/model change leaves stale cache valid; no receipt.,PASS only when invalidation path exists and negative proves stale reuse blocked.,Block with CACHE_INVALIDATION_GAP.,verify_cache_invalidation.py,invalidation_receipt_ref; policy_hash; source_snapshot_refs,false if invalidation absent,ACCEPTED illegal for cache safety without invalidation,Important for production.,"00B.4 L4 cache state: durable, policy-compatible, freshness-aware reuse records, read by L0/C0, mutated only through UWG.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/contracts/records.py; agentic_core/L4_state/utils/memory/l1_exact_cache.py; agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L4_state/uwg/*,scripts/verify_cache_certification.py; tests/runtime/test_cache_certification.py; tests/runtime/test_cache_negatives.py,cache_certification_report.md; cache_lookup_receipts.json; cache_invalidation_receipts.json; uwg_cache_commit_receipts.json when durable mutation claimed,Assert tenant/policy/freshness/reuse compatibility and cache lookup/admission receipts.,"Must include exact miss, wrong tenant, stale policy, expired freshness, missing lineage, direct write bypass, Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-cache-state-safety,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-067,Cache,L4 cache state schema fields accounted,00B L4,SemanticCacheEntry / CacheLookupReceipt,"Cache certification MUST account for tenant scope, normalized request hash, semantic embedding ref where applicable, answer ref, policy hash, blueprint hash, freshness class, reuse constraints, deterministic digest, and audit refs.",STATIC_CONTRACT,E2_STATIC_CHECK,true,false,l4_cache_state_schema_proof.json,Schema proof maps each required concept to production field or explains name mismatch.,Missing field; name mismatch not explained; normalized hash not carried anywhere.,ACCEPTED only when all required concepts are accounted for.,Block with CACHE_SCHEMA_FIELD_GAP.,verify_l4_cache_schema.py,tenant_scope; normalized_request_hash; semantic_embedding_ref; answer_ref; policy_hash; blueprint_hash; freshness_class; reuse_safe_classes; deterministic_digest; audit_refs,false if schema incomplete,ACCEPTED illegal if required cache concept unaccounted,Allows mapped names like tenant_scope.,"00B.4 L4 cache state: durable, policy-compatible, freshness-aware reuse records, read by L0/C0, mutated only through UWG.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/contracts/records.py; agentic_core/L4_state/utils/memory/l1_exact_cache.py; agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L4_state/uwg/*,scripts/verify_cache_certification.py; tests/runtime/test_cache_certification.py; tests/runtime/test_cache_negatives.py,cache_certification_report.md; cache_lookup_receipts.json; cache_invalidation_receipts.json; uwg_cache_commit_receipts.json when durable mutation claimed,Assert tenant/policy/freshness/reuse compatibility and cache lookup/admission receipts.,"Must include exact miss, wrong tenant, stale policy, expired freshness, missing lineage, direct write bypass, Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-cache-state-safety,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-070,L4/UWG,No direct durable write from L2,04 L2 / 00B UWG,L2 execution + UWG,L2 may emit proposed_state_diff only; it MUST NOT write durable L4 state directly.,NO_BYPASS_RUNTIME,E4_NEGATIVE_CONTROL,true,true,L2SealedArtifact; StateDiffCandidate; no_direct_write_receipt,Static and runtime checks prove L2 writes no L4 files/stores except inert proposed diff.,L2 direct write path; tool writes L4; proposed diff committed without Exit/UWG.,ACCEPTED only when direct-write negative blocks.,Block with L2_DIRECT_L4_WRITE.,verify_no_l2_direct_write.py,proposed_state_diff_ref; uwg_receipt_ref; negative_control_path,false if direct write found,ACCEPTED illegal if L2 can mutate L4,Core governance law.,00B L4/UWG durable write sovereignty: L2/L6/tools/models cannot write L4 directly; UWG owns mutation admission.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/*; agentic_core/L4_state/uwg/*; tests/runtime/*uwg*; tests/runtime/*direct_write*,scripts/verify_uwg_write_sequence.py; tests/runtime/test_no_direct_l4_write.py,L2SealedArtifact; StateDiffCandidate; no_direct_write_receipt,Static and runtime checks prove L2 writes no L4 files/stores except inert proposed diff.,L2 direct write path; tool writes L4; proposed diff committed without Exit/UWG.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W5-layer-hardening,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-071,L4/UWG,No direct durable write from L6,06 L6 / 00B UWG,L6 learning + UWG,"L6 may propose future-run learning, but MUST NOT directly mutate L4.",NO_BYPASS_RUNTIME,E4_NEGATIVE_CONTROL,true,true,LearningProposal; UWGPromotionRequest; no_direct_write_receipt,L6 emits proposal/gauntlet result only; UWG handles durable promotion.,L6 writes memory/policy directly; failed gauntlet promoted; raw telemetry becomes memory.,ACCEPTED only when L6 direct write negative blocks.,Block with L6_DIRECT_L4_WRITE.,verify_no_l6_direct_write.py,learning_proposal_ref; uwg_receipt_ref; negative_control_path,false if direct write found,ACCEPTED illegal if L6 can mutate L4,Learning firewall.,00B L4/UWG durable write sovereignty: L2/L6/tools/models cannot write L4 directly; UWG owns mutation admission.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/*; agentic_core/L4_state/uwg/*; tests/runtime/*uwg*; tests/runtime/*direct_write*,scripts/verify_uwg_write_sequence.py; tests/runtime/test_no_direct_l4_write.py,LearningProposal; UWGPromotionRequest; no_direct_write_receipt,L6 emits proposal/gauntlet result only; UWG handles durable promotion.,L6 writes memory/policy directly; failed gauntlet promoted; raw telemetry becomes memory.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W5-layer-hardening,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
